Status,Title,Solution,Acceptance,Difficulty,Frequency,prob_url
,2. Add Two Numbers,,40.3%,Medium,,https://leetcode.com/problems/add-two-numbers/solution
,3. Longest Substring Without Repeating Characters,,33.8%,Medium,,https://leetcode.com/problems/longest-substring-without-repeating-characters/solution
,5. Longest Palindromic Substring,,32.4%,Medium,,https://leetcode.com/problems/longest-palindromic-substring/solution
,6. Zigzag Conversion,,44.8%,Medium,,https://leetcode.com/problems/zigzag-conversion/solution
,7. Reverse Integer,,27.4%,Medium,,https://leetcode.com/problems/reverse-integer/solution
,8. String to Integer (atoi),,16.6%,Medium,,https://leetcode.com/problems/string-to-integer-atoi/solution
,11. Container With Most Water,,54.0%,Medium,,https://leetcode.com/problems/container-with-most-water/solution
,12. Integer to Roman,,61.9%,Medium,,https://leetcode.com/problems/integer-to-roman/solution
,15. 3Sum,,32.5%,Medium,,https://leetcode.com/problems/3sum/solution
,16. 3Sum Closest,,45.8%,Medium,,https://leetcode.com/problems/3sum-closest/solution
,17. Letter Combinations of a Phone Number,,56.4%,Medium,,https://leetcode.com/problems/letter-combinations-of-a-phone-number/solution
,18. 4Sum,,36.0%,Medium,,https://leetcode.com/problems/4sum/solution
,19. Remove Nth Node From End of List,,40.9%,Medium,,https://leetcode.com/problems/remove-nth-node-from-end-of-list/solution
,22. Generate Parentheses,,72.4%,Medium,,https://leetcode.com/problems/generate-parentheses/solution
,24. Swap Nodes in Pairs,,61.2%,Medium,,https://leetcode.com/problems/swap-nodes-in-pairs/solution
,29. Divide Two Integers,,17.2%,Medium,,https://leetcode.com/problems/divide-two-integers/solution
,31. Next Permutation,,37.5%,Medium,,https://leetcode.com/problems/next-permutation/solution
,33. Search in Rotated Sorted Array,,38.9%,Medium,,https://leetcode.com/problems/search-in-rotated-sorted-array/solution
,34. Find First and Last Position of Element in Sorted Array,,41.8%,Medium,,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/solution
,36. Valid Sudoku,,58.0%,Medium,,https://leetcode.com/problems/valid-sudoku/solution
,38. Count and Say,,52.0%,Medium,,https://leetcode.com/problems/count-and-say/solution
,39. Combination Sum,,68.5%,Medium,,https://leetcode.com/problems/combination-sum/solution
,40. Combination Sum II,,53.4%,Medium,,https://leetcode.com/problems/combination-sum-ii/solution
,43. Multiply Strings,,39.1%,Medium,,https://leetcode.com/problems/multiply-strings/solution
,45. Jump Game II,,39.8%,Medium,,https://leetcode.com/problems/jump-game-ii/solution
,46. Permutations,,75.6%,Medium,,https://leetcode.com/problems/permutations/solution
,47. Permutations II,,57.3%,Medium,,https://leetcode.com/problems/permutations-ii/solution
,48. Rotate Image,,70.9%,Medium,,https://leetcode.com/problems/rotate-image/solution
,49. Group Anagrams,,66.7%,Medium,,https://leetcode.com/problems/group-anagrams/solution
,"50. Pow(x, n)",,33.0%,Medium,,https://leetcode.com/problems/powx-n/solution
,53. Maximum Subarray,,50.2%,Medium,,https://leetcode.com/problems/maximum-subarray/solution
,54. Spiral Matrix,,44.8%,Medium,,https://leetcode.com/problems/spiral-matrix/solution
,55. Jump Game,,38.9%,Medium,,https://leetcode.com/problems/jump-game/solution
,56. Merge Intervals,,46.2%,Medium,,https://leetcode.com/problems/merge-intervals/solution
,57. Insert Interval,,39.0%,Medium,,https://leetcode.com/problems/insert-interval/solution
,59. Spiral Matrix II,,67.3%,Medium,,https://leetcode.com/problems/spiral-matrix-ii/solution
,61. Rotate List,,36.0%,Medium,,https://leetcode.com/problems/rotate-list/solution
,62. Unique Paths,,62.6%,Medium,,https://leetcode.com/problems/unique-paths/solution
,63. Unique Paths II,,39.4%,Medium,,https://leetcode.com/problems/unique-paths-ii/solution
,64. Minimum Path Sum,,61.1%,Medium,,https://leetcode.com/problems/minimum-path-sum/solution
,71. Simplify Path,,39.3%,Medium,,https://leetcode.com/problems/simplify-path/solution
,73. Set Matrix Zeroes,,51.1%,Medium,,https://leetcode.com/problems/set-matrix-zeroes/solution
,74. Search a 2D Matrix,,47.6%,Medium,,https://leetcode.com/problems/search-a-2d-matrix/solution
,75. Sort Colors,,58.4%,Medium,,https://leetcode.com/problems/sort-colors/solution
,77. Combinations,,66.9%,Medium,,https://leetcode.com/problems/combinations/solution
,78. Subsets,,74.8%,Medium,,https://leetcode.com/problems/subsets/solution
,79. Word Search,,40.2%,Medium,,https://leetcode.com/problems/word-search/solution
,80. Remove Duplicates from Sorted Array II,,52.2%,Medium,,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii/solution
,81. Search in Rotated Sorted Array II,,35.7%,Medium,,https://leetcode.com/problems/search-in-rotated-sorted-array-ii/solution
,82. Remove Duplicates from Sorted List II,,45.9%,Medium,,https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii/solution
,86. Partition List,,51.9%,Medium,,https://leetcode.com/problems/partition-list/solution
,89. Gray Code,,57.1%,Medium,,https://leetcode.com/problems/gray-code/solution
,90. Subsets II,,55.8%,Medium,,https://leetcode.com/problems/subsets-ii/solution
,91. Decode Ways,,32.7%,Medium,,https://leetcode.com/problems/decode-ways/solution
,92. Reverse Linked List II,,45.4%,Medium,,https://leetcode.com/problems/reverse-linked-list-ii/solution
,93. Restore IP Addresses,,47.3%,Medium,,https://leetcode.com/problems/restore-ip-addresses/solution
,95. Unique Binary Search Trees II,,52.3%,Medium,,https://leetcode.com/problems/unique-binary-search-trees-ii/solution
,96. Unique Binary Search Trees,,59.6%,Medium,,https://leetcode.com/problems/unique-binary-search-trees/solution
,97. Interleaving String,,37.3%,Medium,,https://leetcode.com/problems/interleaving-string/solution
,98. Validate Binary Search Tree,,32.0%,Medium,,https://leetcode.com/problems/validate-binary-search-tree/solution
,99. Recover Binary Search Tree,,50.9%,Medium,,https://leetcode.com/problems/recover-binary-search-tree/solution
,102. Binary Tree Level Order Traversal,,64.2%,Medium,,https://leetcode.com/problems/binary-tree-level-order-traversal/solution
,103. Binary Tree Zigzag Level Order Traversal,,56.8%,Medium,,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/solution
,105. Construct Binary Tree from Preorder and Inorder Traversal,,61.4%,Medium,,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/solution
,106. Construct Binary Tree from Inorder and Postorder Traversal,,58.1%,Medium,,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/solution
,107. Binary Tree Level Order Traversal II,,61.0%,Medium,,https://leetcode.com/problems/binary-tree-level-order-traversal-ii/solution
,109. Convert Sorted List to Binary Search Tree,,60.1%,Medium,,https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree/solution
,113. Path Sum II,,57.0%,Medium,,https://leetcode.com/problems/path-sum-ii/solution
,114. Flatten Binary Tree to Linked List,,61.7%,Medium,,https://leetcode.com/problems/flatten-binary-tree-to-linked-list/solution
,116. Populating Next Right Pointers in Each Node,,60.3%,Medium,,https://leetcode.com/problems/populating-next-right-pointers-in-each-node/solution
,117. Populating Next Right Pointers in Each Node II,,50.2%,Medium,,https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii/solution
,120. Triangle,,54.4%,Medium,,https://leetcode.com/problems/triangle/solution
,122. Best Time to Buy and Sell Stock II,,63.8%,Medium,,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/solution
,128. Longest Consecutive Sequence,,48.6%,Medium,,https://leetcode.com/problems/longest-consecutive-sequence/solution
,129. Sum Root to Leaf Numbers,,60.9%,Medium,,https://leetcode.com/problems/sum-root-to-leaf-numbers/solution
,130. Surrounded Regions,,36.6%,Medium,,https://leetcode.com/problems/surrounded-regions/solution
,131. Palindrome Partitioning,,64.7%,Medium,,https://leetcode.com/problems/palindrome-partitioning/solution
,133. Clone Graph,,51.8%,Medium,,https://leetcode.com/problems/clone-graph/solution
,134. Gas Station,,46.1%,Medium,,https://leetcode.com/problems/gas-station/solution
,137. Single Number II,,58.4%,Medium,,https://leetcode.com/problems/single-number-ii/solution
,138. Copy List with Random Pointer,,51.3%,Medium,,https://leetcode.com/problems/copy-list-with-random-pointer/solution
,139. Word Break,,45.6%,Medium,,https://leetcode.com/problems/word-break/solution
,142. Linked List Cycle II,,48.6%,Medium,,https://leetcode.com/problems/linked-list-cycle-ii/solution
,143. Reorder List,,52.4%,Medium,,https://leetcode.com/problems/reorder-list/solution
,146. LRU Cache,,40.6%,Medium,,https://leetcode.com/problems/lru-cache/solution
,147. Insertion Sort List,,50.9%,Medium,,https://leetcode.com/problems/insertion-sort-list/solution
,148. Sort List,,55.0%,Medium,,https://leetcode.com/problems/sort-list/solution
,150. Evaluate Reverse Polish Notation,,45.7%,Medium,,https://leetcode.com/problems/evaluate-reverse-polish-notation/solution
,151. Reverse Words in a String,,32.6%,Medium,,https://leetcode.com/problems/reverse-words-in-a-string/solution
,152. Maximum Product Subarray,,34.9%,Medium,,https://leetcode.com/problems/maximum-product-subarray/solution
,153. Find Minimum in Rotated Sorted Array,,48.8%,Medium,,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array/solution
,155. Min Stack,,52.3%,Medium,,https://leetcode.com/problems/min-stack/solution
,159. Longest Substring with At Most Two Distinct Characters,,53.8%,Medium,,https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters/solution
,161. One Edit Distance,,34.1%,Medium,,https://leetcode.com/problems/one-edit-distance/solution
,162. Find Peak Element,,46.0%,Medium,,https://leetcode.com/problems/find-peak-element/solution
,165. Compare Version Numbers,,35.7%,Medium,,https://leetcode.com/problems/compare-version-numbers/solution
,166. Fraction to Recurring Decimal,,24.3%,Medium,,https://leetcode.com/problems/fraction-to-recurring-decimal/solution
,167. Two Sum II - Input Array Is Sorted,,60.0%,Medium,,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted/solution
,172. Factorial Trailing Zeroes,,42.1%,Medium,,https://leetcode.com/problems/factorial-trailing-zeroes/solution
,173. Binary Search Tree Iterator,,69.7%,Medium,,https://leetcode.com/problems/binary-search-tree-iterator/solution
,179. Largest Number,,34.5%,Medium,,https://leetcode.com/problems/largest-number/solution
,186. Reverse Words in a String II,,52.8%,Medium,,https://leetcode.com/problems/reverse-words-in-a-string-ii/solution
,187. Repeated DNA Sequences,,46.9%,Medium,,https://leetcode.com/problems/repeated-dna-sequences/solution
,189. Rotate Array,,39.4%,Medium,,https://leetcode.com/problems/rotate-array/solution
,198. House Robber,,49.4%,Medium,,https://leetcode.com/problems/house-robber/solution
,199. Binary Tree Right Side View,,61.6%,Medium,,https://leetcode.com/problems/binary-tree-right-side-view/solution
,200. Number of Islands,,56.9%,Medium,,https://leetcode.com/problems/number-of-islands/solution
,201. Bitwise AND of Numbers Range,,42.5%,Medium,,https://leetcode.com/problems/bitwise-and-of-numbers-range/solution
,204. Count Primes,,33.1%,Medium,,https://leetcode.com/problems/count-primes/solution
,207. Course Schedule,,45.4%,Medium,,https://leetcode.com/problems/course-schedule/solution
,208. Implement Trie (Prefix Tree),,61.7%,Medium,,https://leetcode.com/problems/implement-trie-prefix-tree/solution
,209. Minimum Size Subarray Sum,,44.9%,Medium,,https://leetcode.com/problems/minimum-size-subarray-sum/solution
,210. Course Schedule II,,48.4%,Medium,,https://leetcode.com/problems/course-schedule-ii/solution
,211. Design Add and Search Words Data Structure,,43.0%,Medium,,https://leetcode.com/problems/design-add-and-search-words-data-structure/solution
,213. House Robber II,,41.0%,Medium,,https://leetcode.com/problems/house-robber-ii/solution
,215. Kth Largest Element in an Array,,66.1%,Medium,,https://leetcode.com/problems/kth-largest-element-in-an-array/solution
,216. Combination Sum III,,67.6%,Medium,,https://leetcode.com/problems/combination-sum-iii/solution
,221. Maximal Square,,44.9%,Medium,,https://leetcode.com/problems/maximal-square/solution
,222. Count Complete Tree Nodes,,60.4%,Medium,,https://leetcode.com/problems/count-complete-tree-nodes/solution
,223. Rectangle Area,,45.1%,Medium,,https://leetcode.com/problems/rectangle-area/solution
,227. Basic Calculator II,,42.4%,Medium,,https://leetcode.com/problems/basic-calculator-ii/solution
,229. Majority Element II,,45.0%,Medium,,https://leetcode.com/problems/majority-element-ii/solution
,230. Kth Smallest Element in a BST,,70.0%,Medium,,https://leetcode.com/problems/kth-smallest-element-in-a-bst/solution
,235. Lowest Common Ancestor of a Binary Search Tree,,61.4%,Medium,,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/solution
,236. Lowest Common Ancestor of a Binary Tree,,58.7%,Medium,,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/solution
,237. Delete Node in a Linked List,,75.9%,Medium,,https://leetcode.com/problems/delete-node-in-a-linked-list/solution
,238. Product of Array Except Self,,65.0%,Medium,,https://leetcode.com/problems/product-of-array-except-self/solution
,240. Search a 2D Matrix II,,51.0%,Medium,,https://leetcode.com/problems/search-a-2d-matrix-ii/solution
,244. Shortest Word Distance II,,60.8%,Medium,,https://leetcode.com/problems/shortest-word-distance-ii/solution
,245. Shortest Word Distance III,,57.6%,Medium,,https://leetcode.com/problems/shortest-word-distance-iii/solution
,247. Strobogrammatic Number II,,51.5%,Medium,,https://leetcode.com/problems/strobogrammatic-number-ii/solution
,249. Group Shifted Strings,,64.3%,Medium,,https://leetcode.com/problems/group-shifted-strings/solution
,250. Count Univalue Subtrees,,55.4%,Medium,,https://leetcode.com/problems/count-univalue-subtrees/solution
,251. Flatten 2D Vector,,49.1%,Medium,,https://leetcode.com/problems/flatten-2d-vector/solution
,253. Meeting Rooms II,,50.6%,Medium,,https://leetcode.com/problems/meeting-rooms-ii/solution
,254. Factor Combinations,,49.1%,Medium,,https://leetcode.com/problems/factor-combinations/solution
,256. Paint House,,61.0%,Medium,,https://leetcode.com/problems/paint-house/solution
,259. 3Sum Smaller,,50.7%,Medium,,https://leetcode.com/problems/3sum-smaller/solution
,260. Single Number III,,67.6%,Medium,,https://leetcode.com/problems/single-number-iii/solution
,261. Graph Valid Tree,,47.1%,Medium,,https://leetcode.com/problems/graph-valid-tree/solution
,264. Ugly Number II,,46.2%,Medium,,https://leetcode.com/problems/ugly-number-ii/solution
,267. Palindrome Permutation II,,40.7%,Medium,,https://leetcode.com/problems/palindrome-permutation-ii/solution
,271. Encode and Decode Strings,,42.7%,Medium,,https://leetcode.com/problems/encode-and-decode-strings/solution
,274. H-Index,,38.3%,Medium,,https://leetcode.com/problems/h-index/solution
,275. H-Index II,,37.5%,Medium,,https://leetcode.com/problems/h-index-ii/solution
,276. Paint Fence,,44.5%,Medium,,https://leetcode.com/problems/paint-fence/solution
,277. Find the Celebrity,,46.6%,Medium,,https://leetcode.com/problems/find-the-celebrity/solution
,279. Perfect Squares,,52.6%,Medium,,https://leetcode.com/problems/perfect-squares/solution
,280. Wiggle Sort,,67.0%,Medium,,https://leetcode.com/problems/wiggle-sort/solution
,281. Zigzag Iterator,,62.7%,Medium,,https://leetcode.com/problems/zigzag-iterator/solution
,284. Peeking Iterator,,58.6%,Medium,,https://leetcode.com/problems/peeking-iterator/solution
,285. Inorder Successor in BST,,48.7%,Medium,,https://leetcode.com/problems/inorder-successor-in-bst/solution
,286. Walls and Gates,,60.4%,Medium,,https://leetcode.com/problems/walls-and-gates/solution
,287. Find the Duplicate Number,,59.1%,Medium,,https://leetcode.com/problems/find-the-duplicate-number/solution
,289. Game of Life,,67.1%,Medium,,https://leetcode.com/problems/game-of-life/solution
,298. Binary Tree Longest Consecutive Sequence,,52.7%,Medium,,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence/solution
,299. Bulls and Cows,,49.3%,Medium,,https://leetcode.com/problems/bulls-and-cows/solution
,300. Longest Increasing Subsequence,,52.1%,Medium,,https://leetcode.com/problems/longest-increasing-subsequence/solution
,304. Range Sum Query 2D - Immutable,,52.7%,Medium,,https://leetcode.com/problems/range-sum-query-2d-immutable/solution
,307. Range Sum Query - Mutable,,40.7%,Medium,,https://leetcode.com/problems/range-sum-query-mutable/solution
,309. Best Time to Buy and Sell Stock with Cooldown,,56.2%,Medium,,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/solution
,310. Minimum Height Trees,,38.5%,Medium,,https://leetcode.com/problems/minimum-height-trees/solution
,311. Sparse Matrix Multiplication,,67.3%,Medium,,https://leetcode.com/problems/sparse-matrix-multiplication/solution
,314. Binary Tree Vertical Order Traversal,,52.3%,Medium,,https://leetcode.com/problems/binary-tree-vertical-order-traversal/solution
,316. Remove Duplicate Letters,,44.9%,Medium,,https://leetcode.com/problems/remove-duplicate-letters/solution
,318. Maximum Product of Word Lengths,,59.9%,Medium,,https://leetcode.com/problems/maximum-product-of-word-lengths/solution
,319. Bulb Switcher,,48.3%,Medium,,https://leetcode.com/problems/bulb-switcher/solution
,320. Generalized Abbreviation,,57.6%,Medium,,https://leetcode.com/problems/generalized-abbreviation/solution
,322. Coin Change,,42.0%,Medium,,https://leetcode.com/problems/coin-change/solution
,323. Number of Connected Components in an Undirected Graph,,62.2%,Medium,,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph/solution
,325. Maximum Size Subarray Sum Equals k,,49.2%,Medium,,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k/solution
,328. Odd Even Linked List,,61.2%,Medium,,https://leetcode.com/problems/odd-even-linked-list/solution
,331. Verify Preorder Serialization of a Binary Tree,,44.6%,Medium,,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree/solution
,333. Largest BST Subtree,,42.8%,Medium,,https://leetcode.com/problems/largest-bst-subtree/solution
,334. Increasing Triplet Subsequence,,42.7%,Medium,,https://leetcode.com/problems/increasing-triplet-subsequence/solution
,337. House Robber III,,53.9%,Medium,,https://leetcode.com/problems/house-robber-iii/solution
,339. Nested List Weight Sum,,82.3%,Medium,,https://leetcode.com/problems/nested-list-weight-sum/solution
,340. Longest Substring with At Most K Distinct Characters,,48.0%,Medium,,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/solution
,341. Flatten Nested List Iterator,,61.8%,Medium,,https://leetcode.com/problems/flatten-nested-list-iterator/solution
,347. Top K Frequent Elements,,64.3%,Medium,,https://leetcode.com/problems/top-k-frequent-elements/solution
,348. Design Tic-Tac-Toe,,57.6%,Medium,,https://leetcode.com/problems/design-tic-tac-toe/solution
,351. Android Unlock Patterns,,51.5%,Medium,,https://leetcode.com/problems/android-unlock-patterns/solution
,353. Design Snake Game,,39.2%,Medium,,https://leetcode.com/problems/design-snake-game/solution
,360. Sort Transformed Array,,55.0%,Medium,,https://leetcode.com/problems/sort-transformed-array/solution
,361. Bomb Enemy,,51.3%,Medium,,https://leetcode.com/problems/bomb-enemy/solution
,362. Design Hit Counter,,68.4%,Medium,,https://leetcode.com/problems/design-hit-counter/solution
,364. Nested List Weight Sum II,,66.6%,Medium,,https://leetcode.com/problems/nested-list-weight-sum-ii/solution
,366. Find Leaves of Binary Tree,,80.3%,Medium,,https://leetcode.com/problems/find-leaves-of-binary-tree/solution
,368. Largest Divisible Subset,,41.5%,Medium,,https://leetcode.com/problems/largest-divisible-subset/solution
,369. Plus One Linked List,,61.0%,Medium,,https://leetcode.com/problems/plus-one-linked-list/solution
,370. Range Addition,,71.1%,Medium,,https://leetcode.com/problems/range-addition/solution
,371. Sum of Two Integers,,50.7%,Medium,,https://leetcode.com/problems/sum-of-two-integers/solution
,376. Wiggle Subsequence,,48.3%,Medium,,https://leetcode.com/problems/wiggle-subsequence/solution
,377. Combination Sum IV,,52.2%,Medium,,https://leetcode.com/problems/combination-sum-iv/solution
,378. Kth Smallest Element in a Sorted Matrix,,61.8%,Medium,,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/solution
,380. Insert Delete GetRandom O(1),,52.8%,Medium,,https://leetcode.com/problems/insert-delete-getrandom-o1/solution
,382. Linked List Random Node,,62.8%,Medium,,https://leetcode.com/problems/linked-list-random-node/solution
,384. Shuffle an Array,,57.8%,Medium,,https://leetcode.com/problems/shuffle-an-array/solution
,393. UTF-8 Validation,,45.1%,Medium,,https://leetcode.com/problems/utf-8-validation/solution
,394. Decode String,,57.9%,Medium,,https://leetcode.com/problems/decode-string/solution
,395. Longest Substring with At Least K Repeating Characters,,44.8%,Medium,,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters/solution
,398. Random Pick Index,,62.5%,Medium,,https://leetcode.com/problems/random-pick-index/solution
,399. Evaluate Division,,59.6%,Medium,,https://leetcode.com/problems/evaluate-division/solution
,402. Remove K Digits,,30.6%,Medium,,https://leetcode.com/problems/remove-k-digits/solution
,406. Queue Reconstruction by Height,,72.9%,Medium,,https://leetcode.com/problems/queue-reconstruction-by-height/solution
,413. Arithmetic Slices,,65.1%,Medium,,https://leetcode.com/problems/arithmetic-slices/solution
,416. Partition Equal Subset Sum,,46.3%,Medium,,https://leetcode.com/problems/partition-equal-subset-sum/solution
,417. Pacific Atlantic Water Flow,,54.4%,Medium,,https://leetcode.com/problems/pacific-atlantic-water-flow/solution
,421. Maximum XOR of Two Numbers in an Array,,54.1%,Medium,,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/solution
,423. Reconstruct Original Digits from English,,51.3%,Medium,,https://leetcode.com/problems/reconstruct-original-digits-from-english/solution
,424. Longest Repeating Character Replacement,,51.9%,Medium,,https://leetcode.com/problems/longest-repeating-character-replacement/solution
,433. Minimum Genetic Mutation,,52.3%,Medium,,https://leetcode.com/problems/minimum-genetic-mutation/solution
,435. Non-overlapping Intervals,,50.2%,Medium,,https://leetcode.com/problems/non-overlapping-intervals/solution
,436. Find Right Interval,,50.7%,Medium,,https://leetcode.com/problems/find-right-interval/solution
,437. Path Sum III,,48.1%,Medium,,https://leetcode.com/problems/path-sum-iii/solution
,438. Find All Anagrams in a String,,50.2%,Medium,,https://leetcode.com/problems/find-all-anagrams-in-a-string/solution
,442. Find All Duplicates in an Array,,73.5%,Medium,,https://leetcode.com/problems/find-all-duplicates-in-an-array/solution
,443. String Compression,,52.1%,Medium,,https://leetcode.com/problems/string-compression/solution
,445. Add Two Numbers II,,59.6%,Medium,,https://leetcode.com/problems/add-two-numbers-ii/solution
,449. Serialize and Deserialize BST,,57.0%,Medium,,https://leetcode.com/problems/serialize-and-deserialize-bst/solution
,450. Delete Node in a BST,,50.3%,Medium,,https://leetcode.com/problems/delete-node-in-a-bst/solution
,451. Sort Characters By Frequency,,70.0%,Medium,,https://leetcode.com/problems/sort-characters-by-frequency/solution
,452. Minimum Number of Arrows to Burst Balloons,,55.3%,Medium,,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/solution
,453. Minimum Moves to Equal Array Elements,,56.0%,Medium,,https://leetcode.com/problems/minimum-moves-to-equal-array-elements/solution
,454. 4Sum II,,57.2%,Medium,,https://leetcode.com/problems/4sum-ii/solution
,456. 132 Pattern,,32.4%,Medium,,https://leetcode.com/problems/132-pattern/solution
,462. Minimum Moves to Equal Array Elements II,,60.0%,Medium,,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii/solution
,468. Validate IP Address,,26.6%,Medium,,https://leetcode.com/problems/validate-ip-address/solution
,473. Matchsticks to Square,,40.2%,Medium,,https://leetcode.com/problems/matchsticks-to-square/solution
,474. Ones and Zeroes,,46.7%,Medium,,https://leetcode.com/problems/ones-and-zeroes/solution
,477. Total Hamming Distance,,52.1%,Medium,,https://leetcode.com/problems/total-hamming-distance/solution
,484. Find Permutation,,66.9%,Medium,,https://leetcode.com/problems/find-permutation/solution
,486. Predict the Winner,,51.1%,Medium,,https://leetcode.com/problems/predict-the-winner/solution
,487. Max Consecutive Ones II,,49.6%,Medium,,https://leetcode.com/problems/max-consecutive-ones-ii/solution
,490. The Maze,,55.8%,Medium,,https://leetcode.com/problems/the-maze/solution
,491. Non-decreasing Subsequences,,60.1%,Medium,,https://leetcode.com/problems/non-decreasing-subsequences/solution
,494. Target Sum,,45.7%,Medium,,https://leetcode.com/problems/target-sum/solution
,498. Diagonal Traverse,,58.3%,Medium,,https://leetcode.com/problems/diagonal-traverse/solution
,503. Next Greater Element II,,63.2%,Medium,,https://leetcode.com/problems/next-greater-element-ii/solution
,505. The Maze II,,52.5%,Medium,,https://leetcode.com/problems/the-maze-ii/solution
,508. Most Frequent Subtree Sum,,64.8%,Medium,,https://leetcode.com/problems/most-frequent-subtree-sum/solution
,510. Inorder Successor in BST II,,61.0%,Medium,,https://leetcode.com/problems/inorder-successor-in-bst-ii/solution
,1059. All Paths from Source Lead to Destination,,39.3%,Medium,,https://leetcode.com/problems/all-paths-from-source-lead-to-destination/solution
,516. Longest Palindromic Subsequence,,61.0%,Medium,,https://leetcode.com/problems/longest-palindromic-subsequence/solution
,518. Coin Change II,,60.5%,Medium,,https://leetcode.com/problems/coin-change-ii/solution
,522. Longest Uncommon Subsequence II,,40.5%,Medium,,https://leetcode.com/problems/longest-uncommon-subsequence-ii/solution
,523. Continuous Subarray Sum,,28.5%,Medium,,https://leetcode.com/problems/continuous-subarray-sum/solution
,524. Longest Word in Dictionary through Deleting,,51.0%,Medium,,https://leetcode.com/problems/longest-word-in-dictionary-through-deleting/solution
,525. Contiguous Array,,46.8%,Medium,,https://leetcode.com/problems/contiguous-array/solution
,526. Beautiful Arrangement,,64.5%,Medium,,https://leetcode.com/problems/beautiful-arrangement/solution
,1721. Swapping Nodes in a Linked List,,67.2%,Medium,,https://leetcode.com/problems/swapping-nodes-in-a-linked-list/solution
,531. Lonely Pixel I,,62.2%,Medium,,https://leetcode.com/problems/lonely-pixel-i/solution
,532. K-diff Pairs in an Array,,41.1%,Medium,,https://leetcode.com/problems/k-diff-pairs-in-an-array/solution
,535. Encode and Decode TinyURL,,85.9%,Medium,,https://leetcode.com/problems/encode-and-decode-tinyurl/solution
,536. Construct Binary Tree from String,,56.2%,Medium,,https://leetcode.com/problems/construct-binary-tree-from-string/solution
,537. Complex Number Multiplication,,71.4%,Medium,,https://leetcode.com/problems/complex-number-multiplication/solution
,538. Convert BST to Greater Tree,,67.7%,Medium,,https://leetcode.com/problems/convert-bst-to-greater-tree/solution
,540. Single Element in a Sorted Array,,59.1%,Medium,,https://leetcode.com/problems/single-element-in-a-sorted-array/solution
,542. 01 Matrix,,44.7%,Medium,,https://leetcode.com/problems/01-matrix/solution
,545. Boundary of Binary Tree,,44.5%,Medium,,https://leetcode.com/problems/boundary-of-binary-tree/solution
,547. Number of Provinces,,63.7%,Medium,,https://leetcode.com/problems/number-of-provinces/solution
,549. Binary Tree Longest Consecutive Sequence II,,49.5%,Medium,,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii/solution
,553. Optimal Division,,59.9%,Medium,,https://leetcode.com/problems/optimal-division/solution
,554. Brick Wall,,53.5%,Medium,,https://leetcode.com/problems/brick-wall/solution
,556. Next Greater Element III,,34.0%,Medium,,https://leetcode.com/problems/next-greater-element-iii/solution
,560. Subarray Sum Equals K,,43.7%,Medium,,https://leetcode.com/problems/subarray-sum-equals-k/solution
,562. Longest Line of Consecutive One in Matrix,,50.2%,Medium,,https://leetcode.com/problems/longest-line-of-consecutive-one-in-matrix/solution
,565. Array Nesting,,56.4%,Medium,,https://leetcode.com/problems/array-nesting/solution
,567. Permutation in String,,44.4%,Medium,,https://leetcode.com/problems/permutation-in-string/solution
,573. Squirrel Simulation,,55.1%,Medium,,https://leetcode.com/problems/squirrel-simulation/solution
,576. Out of Boundary Paths,,44.3%,Medium,,https://leetcode.com/problems/out-of-boundary-paths/solution
,581. Shortest Unsorted Continuous Subarray,,36.4%,Medium,,https://leetcode.com/problems/shortest-unsorted-continuous-subarray/solution
,582. Kill Process,,68.7%,Medium,,https://leetcode.com/problems/kill-process/solution
,583. Delete Operation for Two Strings,,59.7%,Medium,,https://leetcode.com/problems/delete-operation-for-two-strings/solution
,592. Fraction Addition and Subtraction,,52.4%,Medium,,https://leetcode.com/problems/fraction-addition-and-subtraction/solution
